,NAME,Brand,MC,ZONE,Price_Range
248,BROWN RICE LOOSE,COP LOOSE,Health Rice,WEST,69.20477502 - 115.3069894
249,BSMT RICE MINI MOGRA BG 20Kg,COP UNBRANDED,Kolam Raw Rice,WEST,618.0121951 - 660.3636364
250,BSMT TAJMAHAL RICE BG 20Kg,COP UNBRANDED,Kolam Raw Rice,WEST,1089.0 - 1307.275862
251,BUSTAAN CHIA WHITE SEEDS 100g,BUSTAAN,Seeds & Super food,WEST,195.1162791 - 195.1162791
252,BUSTAAN DATES KHANEESI BX 500g,BUSTAAN,Dates,EAST,276.2352941 - 351.9615385
253,BUSTAAN DATES KHANEESI BX 500g,BUSTAAN,Dates,NORTH,276.2352941 - 351.9615385
254,BUSTAAN DATES KHANEESI BX 500g,BUSTAAN,Dates,SOUTH,276.2352941 - 351.9615385
255,BUSTAAN DATES KHANEESI BX 500g,BUSTAAN,Dates,WEST,276.2352941 - 351.9615385
256,BUSTAAN DATES LULU BX 500g,BUSTAAN,Dates,EAST,249.0 - 300.2507719
257,BUSTAAN DATES LULU BX 500g,BUSTAAN,Dates,NORTH,249.0 - 300.2507719
258,BUSTAAN DATES LULU BX 500g,BUSTAAN,Dates,SOUTH,249.0 - 300.2507719
259,BUSTAAN DATES LULU BX 500g,BUSTAAN,Dates,WEST,249.0 - 300.2507719
260,BUSTAAN DATES MABROOM BX 500g,BUSTAAN,Dates,NORTH,546.4949495 - 707.7894737
261,BUSTAAN DATES MABROOM BX 500g,BUSTAAN,Dates,SOUTH,546.4949495 - 707.7894737
262,BUSTAAN DATES MABROOM BX 500g,BUSTAAN,Dates,WEST,546.4949495 - 707.7894737
263,BUSTAAN DATES SAFAWI AL MADINA BX 500g,BUSTAAN,Dates,NORTH,365.8846154 - 450.0
264,BUSTAAN DATES SAFAWI AL MADINA BX 500g,BUSTAAN,Dates,SOUTH,365.8846154 - 450.0
265,BUSTAAN DATES SAFAWI AL MADINA BX 500g,BUSTAAN,Dates,WEST,365.8846154 - 450.0
266,BUSTAAN DATES SULTAN BX 500g,BUSTAAN,Dates,EAST,192.7503506 - 250.0
267,BUSTAAN DATES SULTAN BX 500g,BUSTAAN,Dates,NORTH,192.7503506 - 250.0
268,BUSTAAN DATES SULTAN BX 500g,BUSTAAN,Dates,SOUTH,192.7503506 - 250.0
269,BUSTAAN DATES SULTAN BX 500g,BUSTAAN,Dates,WEST,192.7503506 - 250.0
270,BUSTAAN HAZELNUT 200g,BUSTAAN,Other Flavoured Nuts,SOUTH,650.0 - 650.0
271,BUSTAAN HAZELNUT 200g,BUSTAAN,Other Flavoured Nuts,WEST,650.0 - 650.0
272,BUSTAAN KINGDOM OF DATES AJWA 300G,BUSTAAN,Dates,WEST,488.7619048 - 789.0
273,BUSTAAN KINGDOM OF DATES DEGLET 300G,BUSTAAN,Dates,WEST,316.9054054 - 354.0434783
274,BUSTAAN KINGDOM OF DATES KHIDRI 300G,BUSTAAN,Dates,WEST,219.0 - 350.0
275,BUSTAAN KINGDOM OF DATES MAZAFATI 300G,BUSTAAN,Dates,WEST,225.0 - 300.0
276,BUSTAAN KINGDOM OF DATES SAFAVI 300G,BUSTAAN,Dates,WEST,394.5384615 - 394.5384615
277,BUSTAAN MUSK MELON SEEDS 100g,BUSTAAN,Seeds & Super food,SOUTH,200.0 - 200.0
278,BUSTAAN MUSK MELON SEEDS 100g,BUSTAAN,Seeds & Super food,WEST,200.0 - 200.0
279,BUSTAAN RAISIN BLACK SEEDLESS 250g,BUSTAAN,Raisin,SOUTH,180.0 - 180.0
280,BUSTAAN SUNFLWER UNSHELL SEEDS 100g,BUSTAAN,Seeds & Super food,SOUTH,150.0 - 150.0
281,BUSTAAN WATER MELON SEEDS 100g,BUSTAAN,Seeds & Super food,SOUTH,130.0 - 130.0
282,BUSTAAN WATER MELON SEEDS 100g,BUSTAAN,Seeds & Super food,WEST,130.0 - 130.0
283,BUSTAAN WHO SPC BROWN FLAX SEEDS 100g,BUSTAAN,Seeds & Super food,WEST,120.0 - 120.0
284,BUSTAAN WHOLE PUMPKIN GREEN SEEDS 100g,BUSTAAN,Seeds & Super food,WEST,190.0 - 190.1979167
285,BYADGI CHILI LOOSE,COP LOOSE,Chilli/Mirch Whole,EAST,55.0 - 249.5375686
286,BYADGI CHILI LOOSE,COP LOOSE,Chilli/Mirch Whole,SOUTH,55.0 - 249.5375686
287,Bajra 500g,FARMERS PRIDE,Millets,SOUTH,30.0 - 30.0
288,Bajra Loose,FARMERS PRIDE,Millets,WEST,44.03106968 - 45.99972497
289,Besan 1kg,FARMERS PRIDE,Besan,EAST,50.0 - 1000.0
290,Besan 1kg,FARMERS PRIDE,Besan,SOUTH,50.0 - 1000.0
291,Black Salt 100g,FARMERS PRIDE,Salt,SOUTH,15.0 - 15.0
292,Bombay Rawa/Suji 500g,FARMERS PRIDE,Rava,SOUTH,24.4539749 - 25.0
293,CASSIA SPLIT LOOSE,COP LOOSE,Cinnamon/Dalchini Wh,EAST,197.0204082 - 445.916911
294,CASSIA SPLIT LOOSE,COP LOOSE,Cinnamon/Dalchini Wh,SOUTH,197.0204082 - 445.916911
295,CASSIA SPLIT LOOSE,COP LOOSE,Cinnamon/Dalchini Wh,WEST,197.0204082 - 445.916911
296,CHAKKI WHITE JOWARI LOOSE,COP LOOSE,Millets,EAST,21.00060459 - 52.49416083
297,CHAKKI WHITE JOWARI LOOSE,COP LOOSE,Millets,SOUTH,21.00060459 - 52.49416083
298,CHAKKI WHITE JOWARI LOOSE,COP LOOSE,Millets,WEST,21.00060459 - 52.49416083
299,CHANA DAL 1Kg,COP UNBRANDED,Chana Dal,EAST,58.56676004 - 82.39711191
300,CHANA DAL 1Kg,COP UNBRANDED,Chana Dal,NORTH,58.56676004 - 82.39711191
301,CHANA DAL 1Kg,COP UNBRANDED,Chana Dal,SOUTH,58.56676004 - 82.39711191
302,CHANA DAL 1Kg,COP UNBRANDED,Chana Dal,WEST,58.56676004 - 82.39711191
303,CHANA DAL 500g,COP UNBRANDED,Chana Dal,EAST,29.23040752 - 43.95696624
304,CHANA DAL 500g,COP UNBRANDED,Chana Dal,NORTH,29.23040752 - 43.95696624
305,CHANA DAL 500g,COP UNBRANDED,Chana Dal,SOUTH,29.23040752 - 43.95696624
306,CHANA DAL 500g,COP UNBRANDED,Chana Dal,WEST,29.23040752 - 43.95696624
307,CHANA DAL NEW LOOSE,COP LOOSE,Chana Dal,EAST,28.07907348 - 28.08070866
308,CHANA DAL NEW LOOSE,COP LOOSE,Chana Dal,SOUTH,28.07907348 - 28.08070866
309,CHANA DAL PREM LOOSE,COP LOOSE,Chana Dal,EAST,56.45932244 - 98.669309
310,CHANA DAL PREM LOOSE,COP LOOSE,Chana Dal,NORTH,56.45932244 - 98.669309
311,CHANA DAL PREM LOOSE,COP LOOSE,Chana Dal,SOUTH,56.45932244 - 98.669309
312,CHANA DAL PREM LOOSE,COP LOOSE,Chana Dal,WEST,56.45932244 - 98.669309
313,CHANA DAL PREMIUM 2Kg,COP UNBRANDED,Chana Dal,EAST,100.2613861 - 190.8252427
314,CHANA DAL PREMIUM 2Kg,COP UNBRANDED,Chana Dal,NORTH,100.2613861 - 190.8252427
315,CHANA DAL PREMIUM 2Kg,COP UNBRANDED,Chana Dal,SOUTH,100.2613861 - 190.8252427
316,CHANA DAL PREMIUM 2Kg,COP UNBRANDED,Chana Dal,WEST,100.2613861 - 190.8252427
317,CHANA DAL STD LOOSE,COP LOOSE,Chana Dal,EAST,40.70886076 - 81.96086818
318,CHANA DAL STD LOOSE,COP LOOSE,Chana Dal,NORTH,40.70886076 - 81.96086818
319,CHANA DAL STD LOOSE,COP LOOSE,Chana Dal,SOUTH,40.70886076 - 81.96086818
320,CHANA DAL STD LOOSE,COP LOOSE,Chana Dal,WEST,40.70886076 - 81.96086818
321,CHANA GREEN LOOSE,COP LOOSE,Other Whole Pulses,EAST,0.399709302 - 127.0287474
322,CHANA GREEN LOOSE,COP LOOSE,Other Whole Pulses,NORTH,0.399709302 - 127.0287474
323,CHANA GREEN LOOSE,COP LOOSE,Other Whole Pulses,WEST,0.399709302 - 127.0287474
324,CHANA KABULI 1Kg,COP UNBRANDED,Kabuli Chana Whole,EAST,68.33105802 - 98.0
325,CHANA KABULI 1Kg,COP UNBRANDED,Kabuli Chana Whole,NORTH,68.33105802 - 98.0
326,CHANA KABULI 1Kg,COP UNBRANDED,Kabuli Chana Whole,SOUTH,68.33105802 - 98.0
327,CHANA KABULI 1Kg,COP UNBRANDED,Kabuli Chana Whole,WEST,68.33105802 - 98.0
328,CHANA KABULI 2 kg,COP UNBRANDED,Kabuli Chana Whole,EAST,128.6899299 - 339.5
329,CHANA KABULI 2 kg,COP UNBRANDED,Kabuli Chana Whole,NORTH,128.6899299 - 339.5
330,CHANA KABULI 2 kg,COP UNBRANDED,Kabuli Chana Whole,WEST,128.6899299 - 339.5
331,CHANA KABULI 500g,COP UNBRANDED,Kabuli Chana Whole,NORTH,34.0 - 49.0
332,CHANA KABULI 500g,COP UNBRANDED,Kabuli Chana Whole,SOUTH,34.0 - 49.0
333,CHANA KABULI 500g,COP UNBRANDED,Kabuli Chana Whole,WEST,34.0 - 49.0
334,CHANA KABULI DOLLAR 1Kg,COP UNBRANDED,Kabuli Chana Whole,NORTH,79.0 - 87.94736842
335,CHANA KABULI DOLLAR 1Kg,COP UNBRANDED,Kabuli Chana Whole,WEST,79.0 - 87.94736842
336,CHANA KABULI DOLLAR 500g,COP UNBRANDED,Kabuli Chana Whole,NORTH,40.51014041 - 47.0
337,CHANA KABULI DOLLAR 500g,COP UNBRANDED,Kabuli Chana Whole,WEST,40.51014041 - 47.0
338,CHANA KABULI DOLLAR LOOSE,COP LOOSE,Kabuli Chana Whole,EAST,80.66733781 - 180.8348119
339,CHANA KABULI DOLLAR LOOSE,COP LOOSE,Kabuli Chana Whole,NORTH,80.66733781 - 180.8348119
340,CHANA KABULI DOLLAR LOOSE,COP LOOSE,Kabuli Chana Whole,SOUTH,80.66733781 - 180.8348119
341,CHANA KABULI PREM LOOSE,COP LOOSE,Kabuli Chana Whole,EAST,58.80875643 - 136.9865455
342,CHANA KABULI PREM LOOSE,COP LOOSE,Kabuli Chana Whole,NORTH,58.80875643 - 136.9865455
343,CHANA KABULI PREM LOOSE,COP LOOSE,Kabuli Chana Whole,SOUTH,58.80875643 - 136.9865455
344,CHANA KABULI PREM LOOSE,COP LOOSE,Kabuli Chana Whole,WEST,58.80875643 - 136.9865455
345,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,EAST,51.05170744 - 102.0413804
346,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,NORTH,51.05170744 - 102.0413804
347,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,SOUTH,51.05170744 - 102.0413804
348,CHANA KABULI STD LOOSE,COP LOOSE,Kabuli Chana Whole,WEST,51.05170744 - 102.0413804
349,CHANA KALA 1Kg,COP UNBRANDED,Red Chana Whole,NORTH,59.99003736 - 77.73226545
350,CHANA KALA 1Kg,COP UNBRANDED,Red Chana Whole,WEST,59.99003736 - 77.73226545
351,CHANA KALA 2 kg,COP UNBRANDED,Red Chana Whole,EAST,116.8061394 - 160.6138966
352,CHANA KALA 2 kg,COP UNBRANDED,Red Chana Whole,NORTH,116.8061394 - 160.6138966
353,CHANA KALA 2 kg,COP UNBRANDED,Red Chana Whole,SOUTH,116.8061394 - 160.6138966
354,CHANA KALA 2 kg,COP UNBRANDED,Red Chana Whole,WEST,116.8061394 - 160.6138966
355,CHANA KALA 500g,COP UNBRANDED,Red Chana Whole,EAST,31.14285714 - 47.78140945
356,CHANA KALA 500g,COP UNBRANDED,Red Chana Whole,NORTH,31.14285714 - 47.78140945
357,CHANA KALA 500g,COP UNBRANDED,Red Chana Whole,WEST,31.14285714 - 47.78140945
358,CHANA KESARI LOOSE,COP LOOSE,Red Chana Whole,NORTH,54.0 - 108.0
359,CHANA KESARI LOOSE,COP LOOSE,Red Chana Whole,SOUTH,54.0 - 108.0
360,CHANA KESARI LOOSE,COP LOOSE,Red Chana Whole,WEST,54.0 - 108.0
361,CHANA MAUSAMI LOOSE,COP LOOSE,Red Chana Whole,EAST,43.68421053 - 103.0063694
362,CHANA MAUSAMI LOOSE,COP LOOSE,Red Chana Whole,NORTH,43.68421053 - 103.0063694
363,CHANA MAUSAMI LOOSE,COP LOOSE,Red Chana Whole,SOUTH,43.68421053 - 103.0063694
364,CHANA MAUSAMI LOOSE,COP LOOSE,Red Chana Whole,WEST,43.68421053 - 103.0063694
365,CHANA MAUSAMI PP 1Kg,COP UNBRANDED,Red Chana Whole,SOUTH,68.64587459 - 76.53193306
366,CHANA MAUSAMI PP 500g,COP UNBRANDED,Red Chana Whole,SOUTH,34.00366838 - 40.01463241
367,CHANA RED LOOSE,COP LOOSE,Red Chana Whole,EAST,35.00167691 - 85.52107862
368,CHANA RED LOOSE,COP LOOSE,Red Chana Whole,NORTH,35.00167691 - 85.52107862
369,CHANA RED LOOSE,COP LOOSE,Red Chana Whole,SOUTH,35.00167691 - 85.52107862
370,CHANA RED LOOSE,COP LOOSE,Red Chana Whole,WEST,35.00167691 - 85.52107862
371,CHANA RED NEW LOOSE,COP LOOSE,Red Chana Whole,NORTH,30.24 - 56.0
372,CHANA RED NEW LOOSE,COP LOOSE,Red Chana Whole,SOUTH,30.24 - 56.0
373,CHANA RED SMALL LOOSE,COP LOOSE,Red Chana Whole,EAST,24.0 - 93.05356107
374,CHANA RED SMALL LOOSE,COP LOOSE,Red Chana Whole,SOUTH,24.0 - 93.05356107
375,CHANA+WATANA SPROUT MIX PP 500g,COP UNBRANDED,Mixed Dal,SOUTH,46.16407263 - 49.0
376,CHAWLI BLACK EYE LOOSE,COP LOOSE,Chawli Whole,NORTH,82.0 - 126.2729445
377,CHAWLI BLACK EYE LOOSE,COP LOOSE,Chawli Whole,WEST,82.0 - 126.2729445
378,CHAWLI RED LOOSE,GOLDEN HARVEST,Chawli Whole,SOUTH,56.75771032 - 89.85393396
379,CHIA SEEDS WHITE LOOSE,COP LOOSE,Seeds & Super food,NORTH,511.9989853 - 911.3018552
380,CHIA SEEDS WHITE LOOSE,COP LOOSE,Seeds & Super food,SOUTH,511.9989853 - 911.3018552
381,CHIA SEEDS WHITE LOOSE,COP LOOSE,Seeds & Super food,WEST,511.9989853 - 911.3018552
382,CHIDWA LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,NORTH,27.99607073 - 65.89142705
383,CHIDWA LOOSE,COP LOOSE,Poha/Avalakki/Chirwa,SOUTH,27.99607073 - 65.89142705
384,CHILEAN WALNUT LOOSE,COP LOOSE,Walnut,EAST,1188.0 - 1964.827221
385,CHILEAN WALNUT LOOSE,COP LOOSE,Walnut,NORTH,1188.0 - 1964.827221
386,CHILEAN WALNUT LOOSE,COP LOOSE,Walnut,WEST,1188.0 - 1964.827221
387,CHILLI BYADAGI STEM LOOSE,COP LOOSE,Chilli/Mirch Whole,SOUTH,158.0 - 243.1313131
388,CHILLI BYADAGI STEM LOOSE,COP LOOSE,Chilli/Mirch Whole,WEST,158.0 - 243.1313131
389,CHINNOR PREMIUM LOOSE,COP LOOSE,Fragrant Raw Rice,WEST,43.00054516 - 43.00111235
390,CHINOOR SUGANDHI RICE BG 25Kg,COP UNBRANDED,Fragrant Raw Rice,EAST,1543.0 - 1796.0
391,CHOCOLATE CASHEW LOOSE,GOLDEN HARVEST,Flavoured Cashew,EAST,120.0 - 120.0
392,CL TUR DAL STD LOOSE,COP LOOSE,Toor Dal,WEST,149.0010515 - 149.0010515
393,CLOVE LOOSE,COP LOOSE,Clove/Laung Whole,EAST,1033.0 - 1600.0
394,CLOVE LOOSE,COP LOOSE,Clove/Laung Whole,SOUTH,1033.0 - 1600.0
395,CLOVE LOOSE,COP LOOSE,Clove/Laung Whole,WEST,1033.0 - 1600.0
396,COCONUT LOOSE,COP LOOSE,Dried Coconut/Kopra,SOUTH,203.1930618 - 349.0090412
397,COCONUT LOOSE,COP LOOSE,Dried Coconut/Kopra,WEST,203.1930618 - 349.0090412
398,COP LOOSE BOILED RICE CHERUMANI DOUBLE,COP LOOSE,Double Boiled Rice,SOUTH,33.0655942 - 37.00022829
399,COP LOOSE BOILED RICE ROSE DOUBLE UNDA,COP LOOSE,Double Boiled Rice,SOUTH,35.00043137 - 39.00045301
400,COP LOOSE BOILED RICE SUREKHA STD LOOSE,COP LOOSE,Double Boiled Rice,SOUTH,35.00039238 - 43.00078341
401,COP LOOSE RICE KURUVA DOUBLE BOILED STD,COP LOOSE,Double Boiled Rice,SOUTH,35.59286679 - 36.99625386
402,COP RW RICE KALI MUCH STANDARD LOOSE,COP LOOSE,Fragrant Raw Rice,EAST,53.18192407 - 59.00056427
403,COP UNBRANDED BAJRA 2Kg,COP UNBRANDED,Millets,WEST,88.0 - 88.06053269
404,COP UNBRANDED HALDI WHOLE 250g,COP UNBRANDED,Tamarind/Imli Whole,EAST,47.0 - 47.0
405,COP UNBRANDED JAWAR 2Kg,COP UNBRANDED,Millets,WEST,88.0 - 95.0
406,COP UNBRANDED KALIMUCH RICE BG 5Kg,COP UNBRANDED,Fragrant Raw Rice,NORTH,345.5667365 - 399.4883204
407,COPU JEERASAR PREMIUM BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,947.8080808 - 989.0
408,COPU JEERASAR REGULAR RICE BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,894.8452336 - 945.0
409,COPU JEERASAR STANDARD BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,882.0 - 889.0516667
410,COPU KRISHNA KAMOD NEW BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,2099.0 - 3195.0
411,COPU RAW RICE NEW SURTI KOLAM BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,1048.586777 - 1125.0
412,COPU RAW RICE WADA KOLAM BAG 25Kg,COP UNBRANDED,Kolam Raw Rice,WEST,1197.004348 - 1334.0
413,CORIANDER LOOSE,COP LOOSE,Coriander/Dhania Who,EAST,50.0 - 188.0026534
414,CORIANDER LOOSE,COP LOOSE,Coriander/Dhania Who,NORTH,50.0 - 188.0026534
415,CORIANDER LOOSE,COP LOOSE,Coriander/Dhania Who,SOUTH,50.0 - 188.0026534
416,CORIANDER LOOSE,COP LOOSE,Coriander/Dhania Who,WEST,50.0 - 188.0026534
417,CORN LOOSE,COP LOOSE,Millets,EAST,11.9994661 - 89.90613718
418,CORN LOOSE,COP LOOSE,Millets,NORTH,11.9994661 - 89.90613718
419,CORN LOOSE,COP LOOSE,Millets,SOUTH,11.9994661 - 89.90613718
420,CORN LOOSE,COP LOOSE,Millets,WEST,11.9994661 - 89.90613718
421,CPL SONA MASOORI NEW RICE 25K,COP LOOSE,Sona Masoori Raw Ric,SOUTH,860.4461538 - 999.640681
422,CPL SONA MASOORI STEAM RICE 25K,COP LOOSE,Steam Rice,SOUTH,854.1360788 - 1020.928694
423,Cashew Split 200g,FARMERS PRIDE,Cashew,SOUTH,290.0 - 290.0
424,Cassia 50g,FARMERS PRIDE,Cinnamon/Dalchini Wh,SOUTH,36.0 - 36.0
425,Channa Dal PRM 500g,FARMERS PRIDE,Chana Dal,SOUTH,60.39130435 - 62.0
426,Channa Dal STD 1kg,FARMERS PRIDE,Chana Dal,SOUTH,120.0 - 120.0
427,Channa dal Std 500g,FARMERS PRIDE,Chana Dal,SOUTH,35.33333333 - 35.33333333
428,Chironji 50g,FARMERS PRIDE,Seeds & Super food,WEST,549.0 - 549.0
429,Coconut Powder 100g,FARMERS PRIDE,Other Powdered Spice,SOUTH,26.25 - 35.0
430,Coconut Powder 200g,FARMERS PRIDE,Other Powdered Spice,SOUTH,72.0 - 72.0
431,DAILY BASMATI RICE LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,62.33697323 - 66.95416333
432,DAILY IDLY RICE LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,33.03081809 - 40.37688519
433,DAILY PONNI BOILED RICE LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,32.56587774 - 32.56587774
434,DAILY PONNI RICE PP 25Kg,COP UNBRANDED,Single Boiled Rice,SOUTH,854.9875 - 892.9010417
435,DAILY PONNI STEAM RICE LOOSE,COP LOOSE,Steam Rice,EAST,34.0 - 44.86623682
436,DAILY PONNI STEAM RICE LOOSE,COP LOOSE,Steam Rice,NORTH,34.0 - 44.86623682
437,DAILY PONNI STEAM RICE LOOSE,COP LOOSE,Steam Rice,SOUTH,34.0 - 44.86623682
438,DAILY PONNI STEAM RICE LOOSE,COP LOOSE,Steam Rice,WEST,34.0 - 44.86623682
439,DAILY SONA MASOORI RICE LOOSE,COP LOOSE,Steam Rice,SOUTH,35.09614943 - 48.48152782
440,DALIYA 1Kg,COP UNBRANDED,Daliya,NORTH,37.30566038 - 55.88390034
441,DALIYA 1Kg,COP UNBRANDED,Daliya,WEST,37.30566038 - 55.88390034
442,DALIYA 500g,COP UNBRANDED,Daliya,NORTH,19.51795841 - 25.46324387
443,DALIYA 500g,COP UNBRANDED,Daliya,WEST,19.51795841 - 25.46324387
444,DASH BOILED LOOSE,COP LOOSE,Single Boiled Rice,SOUTH,35.00041149 - 35.00060596
445,DATES DRY LOOSE,COP LOOSE,Dates,EAST,129.0081301 - 207.0002935
446,DATES DRY LOOSE,COP LOOSE,Dates,NORTH,129.0081301 - 207.0002935
447,DATES DRY LOOSE,COP LOOSE,Dates,SOUTH,129.0081301 - 207.0002935
448,DEHRADUN RICE LOOSE,COP LOOSE,Basmati Head Grain R,NORTH,79.49021446 - 125.0186591
449,DEHRADUN RICE LOOSE,COP LOOSE,Basmati Head Grain R,SOUTH,79.49021446 - 125.0186591
450,DEHRADUN RICE LOOSE,COP LOOSE,Basmati Head Grain R,WEST,79.49021446 - 125.0186591
451,DESI ATTA BANSI RAVA PP 1Kg,DESI ATTA,Rava,SOUTH,56.72473118 - 62.56877323
452,DESI ATTA BANSI RAVA PP 1Kg,DESI ATTA,Rava,WEST,56.72473118 - 62.56877323
453,DESI ATTA BANSI RAVA PP 500g,DESI ATTA,Rava,EAST,3.1 - 35.19496855
454,DESI ATTA BANSI RAVA PP 500g,DESI ATTA,Rava,NORTH,3.1 - 35.19496855
455,DESI ATTA BANSI RAVA PP 500g,DESI ATTA,Rava,SOUTH,3.1 - 35.19496855
456,DESI ATTA BANSI RAVA PP 500g,DESI ATTA,Rava,WEST,3.1 - 35.19496855
457,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,EAST,44.72991453 - 60.0
458,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,NORTH,44.72991453 - 60.0
459,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,SOUTH,44.72991453 - 60.0
460,DESI ATTA BESAN PAKORA MIX PP 200g,DESI ATTA,North Indian Mixes,WEST,44.72991453 - 60.0
461,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,EAST,30.0 - 45.50704225
462,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,NORTH,30.0 - 45.50704225
463,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,SOUTH,30.0 - 45.50704225
464,DESI ATTA BHAGAR/SHAMAK/VARAI PP 200g,DESI ATTA,Upwas Flour,WEST,30.0 - 45.50704225
465,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,EAST,32.15909091 - 40.40809524
466,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,NORTH,32.15909091 - 40.40809524
467,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,SOUTH,32.15909091 - 40.40809524
468,DESI ATTA BROWN RICE ATTA PP 200g,DESI ATTA,Rice Based Flour,WEST,32.15909091 - 40.40809524
469,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,EAST,74.68058252 - 99.77368421
470,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,NORTH,74.68058252 - 99.77368421
471,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,SOUTH,74.68058252 - 99.77368421
472,DESI ATTA CHANA SATTU PP 500g,DESI ATTA,Health & Other Flour,WEST,74.68058252 - 99.77368421
473,DESI ATTA CHIROTI RAVA PP 1Kg,DESI ATTA,Rava,EAST,46.15142857 - 59.81960784
474,DESI ATTA CHIROTI RAVA PP 1Kg,DESI ATTA,Rava,NORTH,46.15142857 - 59.81960784
475,DESI ATTA CHIROTI RAVA PP 1Kg,DESI ATTA,Rava,SOUTH,46.15142857 - 59.81960784
476,DESI ATTA CHIROTI RAVA PP 1Kg,DESI ATTA,Rava,WEST,46.15142857 - 59.81960784
477,DESI ATTA CHIROTI RAVA PP 500g,DESI ATTA,Rava,EAST,22.6835443 - 30.14981273
478,DESI ATTA CHIROTI RAVA PP 500g,DESI ATTA,Rava,NORTH,22.6835443 - 30.14981273
479,DESI ATTA CHIROTI RAVA PP 500g,DESI ATTA,Rava,SOUTH,22.6835443 - 30.14981273
480,DESI ATTA CHIROTI RAVA PP 500g,DESI ATTA,Rava,WEST,22.6835443 - 30.14981273
481,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,EAST,20.7390257 - 48.15686275
482,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,NORTH,20.7390257 - 48.15686275
483,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,20.7390257 - 48.15686275
484,DESI ATTA CLASSIC DOSA MIX PP 200g,DESI ATTA,South Indian Mixes,WEST,20.7390257 - 48.15686275
485,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,EAST,67.22222222 - 85.26699029
486,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,NORTH,67.22222222 - 85.26699029
487,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,SOUTH,67.22222222 - 85.26699029
488,DESI ATTA CLASSIC DOSA MIX PP 500g,DESI ATTA,South Indian Mixes,WEST,67.22222222 - 85.26699029
489,DESI ATTA CO BAJJI BONDA MIX PP 200g,DESI ATTA,South Indian Mixes,SOUTH,36.41860465 - 47.0
490,DESI ATTA CO BAJRA ATTA PP 500g,DESI ATTA,Health & Other Flour,EAST,30.67241379 - 36.12654321
491,DESI ATTA CO BAJRA ATTA PP 500g,DESI ATTA,Health & Other Flour,NORTH,30.67241379 - 36.12654321
492,DESI ATTA CO BAJRA ATTA PP 500g,DESI ATTA,Health & Other Flour,SOUTH,30.67241379 - 36.12654321
493,DESI ATTA CO BAJRA ATTA PP 500g,DESI ATTA,Health & Other Flour,WEST,30.67241379 - 36.12654321
494,DESI ATTA CO BEDAMI POORI MIX PP 500g,DESI ATTA,North Indian Mixes,EAST,69.0 - 89.0
495,DESI ATTA CO BEDAMI POORI MIX PP 500g,DESI ATTA,North Indian Mixes,NORTH,69.0 - 89.0
496,DESI ATTA CO BEDAMI POORI MIX PP 500g,DESI ATTA,North Indian Mixes,SOUTH,69.0 - 89.0
497,DESI ATTA CO BEDAMI POORI MIX PP 500g,DESI ATTA,North Indian Mixes,WEST,69.0 - 89.0
498,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,EAST,74.09661836 - 80.14842301
499,DESI ATTA CO BEETROOT WHEAT ATTA PP 500g,DESI ATTA,Health & Other Flour,NORTH,74.09661836 - 80.14842301
